,id,age,workclass,fnlwgt,education,education-num
25140,16305,31,State-gov,86143,HS-grad,9
4216,16306,34,Private,62165,Some-college,10
7179,16307,56,Private,318329,HS-grad,9
25407,16308,41,Private,200652,9th,5
24805,16309,26,Self-emp-inc,266639,Bachelors,13
2995,16310,39,Local-gov,167864,11th,7
29498,16311,21,Private,33831,HS-grad,9
11639,16312,39,Private,211440,HS-grad,9
5222,16313,54,Federal-gov,392502,Some-college,10
9617,16314,60,Private,128367,Some-college,10
30048,16315,55,Private,209535,HS-grad,9
18807,16316,21,Private,351381,HS-grad,9
13067,16317,48,Self-emp-inc,38819,HS-grad,9
7144,16318,29,Private,247151,11th,7
16419,16319,42,Private,376072,HS-grad,9
7632,16320,27,Private,130067,Some-college,10
11894,16321,44,Private,174051,Some-college,10
13358,16322,38,Private,254114,Some-college,10
20802,16323,76,Private,243768,5th-6th,3
26659,16324,20,Private,166527,Some-college,10
1077,16325,22,Private,191342,Bachelors,13
22774,16326,28,Private,188064,HS-grad,9
8058,16327,50,Federal-gov,166419,11th,7
28613,16328,37,Private,19899,HS-grad,9
30309,16329,45,Private,182541,Some-college,10
16764,16330,52,Private,167527,11th,7
10056,16331,18,,79990,11th,7
22101,16332,21,,262280,Some-college,10
30430,16333,29,Local-gov,115305,Assoc-voc,11
12107,16334,32,Federal-gov,504951,Assoc-acdm,12
4062,16335,18,Private,263024,HS-grad,9
26615,16336,31,Private,187203,HS-grad,9
27470,16337,43,Private,219424,Bachelors,13
19171,16338,28,Private,115945,Doctorate,16
24785,16339,49,Private,98010,Bachelors,13
28839,16340,29,Private,48895,HS-grad,9
60,16341,30,Private,59496,Bachelors,13
6055,16342,45,Self-emp-inc,160440,HS-grad,9
30711,16343,18,,157131,HS-grad,9
25136,16344,32,Private,388672,Some-college,10
25185,16345,28,Private,161087,Some-college,10
27863,16346,54,Private,338620,Masters,14
13388,16347,26,Local-gov,211497,Some-college,10
27221,16348,48,Self-emp-not-inc,107231,Bachelors,13
17112,16349,46,Private,198774,Masters,14
19723,16350,27,Private,180262,Some-college,10
30174,16351,28,Private,209205,Bachelors,13
4484,16352,59,Private,370615,HS-grad,9
25510,16353,46,Private,294907,5th-6th,3
17826,16354,39,Private,155603,Some-college,10
22001,16355,22,Private,175431,HS-grad,9
15677,16356,48,Private,130812,HS-grad,9
21093,16357,36,Local-gov,197495,Bachelors,13
25558,16358,58,Private,206532,HS-grad,9
24484,16359,69,Self-emp-not-inc,76968,9th,5
14351,16360,30,Federal-gov,295010,Bachelors,13
14636,16361,41,Local-gov,248406,HS-grad,9
5929,16362,42,Self-emp-not-inc,120539,Bachelors,13
6138,16363,21,Private,29810,HS-grad,9
31119,16364,28,Private,273269,Some-college,10
23530,16365,19,Private,199484,Some-college,10
12921,16366,29,Private,202878,HS-grad,9
18796,16367,68,Private,144056,HS-grad,9
6612,16368,19,Private,195985,HS-grad,9
24158,16369,21,Private,25265,Assoc-voc,11
5243,16370,50,Private,202296,Assoc-voc,11
11775,16371,33,Private,79303,HS-grad,9
17782,16372,36,Private,289190,HS-grad,9
18396,16373,49,Self-emp-not-inc,208872,HS-grad,9
31545,16374,33,Federal-gov,101345,Bachelors,13
10892,16375,20,Private,146706,Some-college,10
990,16376,46,Private,187370,Bachelors,13
13373,16377,19,Federal-gov,255921,Some-college,10
15200,16378,30,Private,154297,10th,6
27996,16379,54,Private,35459,HS-grad,9
18243,16380,37,Private,290609,HS-grad,9
1243,16381,65,Self-emp-not-inc,167414,HS-grad,9
6621,16382,56,Self-emp-inc,70720,Masters,14
13556,16383,32,,227160,Some-college,10
6411,16384,49,Self-emp-not-inc,233059,HS-grad,9
24142,16385,47,Private,266860,Some-college,10
25873,16386,49,Private,24712,Bachelors,13
11328,16387,19,,541282,Some-college,10
8560,16388,32,Private,112176,Some-college,10
22350,16389,26,,137951,10th,6
28864,16390,29,Private,251854,Bachelors,13
24297,16391,32,Private,170154,Assoc-acdm,12
15092,16392,18,Private,400616,Some-college,10
9085,16393,32,Private,73585,Assoc-voc,11
5838,16394,19,Private,391329,Some-college,10
25876,16395,62,Self-emp-not-inc,182998,7th-8th,4
22074,16396,27,Private,136094,HS-grad,9
30571,16397,47,Private,104521,Assoc-voc,11
24178,16398,36,Federal-gov,112847,Bachelors,13
5244,16399,58,Private,142182,HS-grad,9
22208,16400,35,Self-emp-not-inc,462832,HS-grad,9
26515,16401,41,Private,104892,Some-college,10
13753,16402,24,Federal-gov,283918,Some-college,10
8823,16403,32,Private,459007,HS-grad,9
4510,16404,46,Private,39363,Some-college,10
21452,16405,45,Self-emp-not-inc,182677,HS-grad,9
22839,16406,42,Private,412379,HS-grad,9
22770,16407,41,Private,170230,Bachelors,13
9173,16408,34,Private,207668,Some-college,10
14790,16409,32,Private,250354,10th,6
25754,16410,20,Private,107746,11th,7
16600,16411,22,Private,341227,Some-college,10
7450,16412,47,Private,123207,HS-grad,9
8921,16413,27,Private,517000,Bachelors,13
5275,16414,45,Private,214068,Doctorate,16
28228,16415,25,State-gov,153534,Some-college,10
12262,16416,57,Private,41762,HS-grad,9
6636,16417,54,Private,152652,HS-grad,9
20179,16418,54,Private,97778,7th-8th,4
18888,16419,53,Local-gov,216931,Some-college,10
15588,16420,60,Self-emp-inc,171315,HS-grad,9
14528,16421,65,Private,87164,11th,7
6870,16422,30,Private,170154,Bachelors,13
14364,16423,23,Private,175266,Some-college,10
24008,16424,44,Self-emp-not-inc,282722,Prof-school,15
28325,16425,57,Self-emp-inc,127728,Prof-school,15
19146,16426,53,Local-gov,99064,9th,5
4974,16427,56,Private,282023,Prof-school,15
13011,16428,36,Private,316298,Bachelors,13
29418,16429,33,Private,231826,1st-4th,2
23347,16430,34,Private,187203,Assoc-acdm,12
16930,16431,38,Private,257250,Some-college,10
19863,16432,53,Self-emp-not-inc,168539,9th,5
820,16433,48,Private,167159,Assoc-voc,11
12835,16434,44,State-gov,199551,11th,7
1825,16435,51,Private,221532,Bachelors,13
28368,16436,73,Private,105886,Bachelors,13
1013,16437,42,Private,118494,Some-college,10
25808,16438,36,Private,153066,Some-college,10
10806,16439,46,Private,331776,HS-grad,9
12101,16440,27,Private,214858,10th,6
7417,16441,23,Private,273206,Bachelors,13
5718,16442,39,Self-emp-inc,163237,Some-college,10
30345,16443,23,Private,250630,Bachelors,13
28809,16444,23,Private,117767,HS-grad,9
7270,16445,49,Private,82572,Some-college,10
5409,16446,60,Private,227266,HS-grad,9
30118,16447,31,State-gov,373432,Bachelors,13
13645,16448,40,Private,223934,Some-college,10
28182,16449,23,Self-emp-inc,39844,HS-grad,9
26211,16450,46,Private,216164,HS-grad,9
22591,16451,39,Private,191227,Bachelors,13
7812,16452,62,Private,116812,Some-college,10
22012,16453,28,Private,239130,Some-college,10
713,16454,40,Private,144995,Assoc-voc,11
14921,16455,34,Self-emp-not-inc,313729,Some-college,10
2069,16456,34,Private,204991,Some-college,10
32243,16457,33,Private,198069,HS-grad,9
2265,16458,43,Private,159549,Some-college,10
19977,16459,49,Private,261688,HS-grad,9
24908,16460,40,Local-gov,306495,Bachelors,13
23831,16461,44,Private,267521,Bachelors,13
10819,16462,44,Self-emp-not-inc,172296,Some-college,10
2473,16463,39,Self-emp-inc,329980,Bachelors,13
29189,16464,40,Private,56072,Masters,14
4505,16465,39,Private,279272,Assoc-acdm,12
28275,16466,20,Federal-gov,191878,Some-college,10
16204,16467,41,Private,352834,Bachelors,13
14592,16468,19,Private,223648,11th,7
21351,16469,40,Self-emp-not-inc,175943,Assoc-voc,11
8615,16470,33,Private,67006,10th,6
16033,16471,42,Private,59474,HS-grad,9
21498,16472,33,Private,53042,12th,8
540,16473,44,Private,210525,Some-college,10
18219,16474,30,Private,271710,Bachelors,13
3640,16475,63,Self-emp-not-inc,231777,Bachelors,13
6039,16476,55,,103654,HS-grad,9
740,16477,19,Private,192453,Some-college,10
24251,16478,34,Private,128063,HS-grad,9
22436,16479,31,Private,113838,Bachelors,13
4474,16480,50,Self-emp-not-inc,146603,Prof-school,15
5475,16481,23,Private,205939,HS-grad,9
11301,16482,36,Private,20507,HS-grad,9
22267,16483,47,Private,160647,HS-grad,9
18307,16484,33,Private,419895,5th-6th,3
8502,16485,18,Private,141918,HS-grad,9
26174,16486,64,Self-emp-not-inc,47462,Some-college,10
5682,16487,55,Private,160662,Doctorate,16
14356,16488,54,Private,123011,HS-grad,9
9087,16489,33,Private,165814,HS-grad,9
15733,16490,27,Private,107458,Bachelors,13
22891,16491,23,Private,376416,HS-grad,9
5034,16492,50,Self-emp-not-inc,175456,HS-grad,9
10374,16493,25,Private,150553,9th,5
20596,16494,30,Private,609789,11th,7
24617,16495,36,Local-gov,28996,HS-grad,9
28513,16496,55,Self-emp-not-inc,99551,Bachelors,13
29876,16497,19,Private,311974,1st-4th,2
27196,16498,49,Private,83622,Assoc-acdm,12
16843,16499,36,State-gov,137421,Assoc-voc,11
4270,16500,52,Federal-gov,129177,HS-grad,9
1485,16501,31,Private,209448,10th,6
24432,16502,31,Private,231826,HS-grad,9
28593,16503,50,State-gov,172970,HS-grad,9
21566,16504,44,Federal-gov,469454,Assoc-voc,11
9516,16505,40,Private,96129,HS-grad,9
11410,16506,52,Private,143953,Bachelors,13
19644,16507,50,Private,33304,HS-grad,9
2119,16508,39,Private,179579,HS-grad,9
21551,16509,41,Federal-gov,153132,Bachelors,13
8155,16510,32,Private,163530,HS-grad,9
13498,16511,63,,247986,Prof-school,15
26869,16512,28,Federal-gov,298661,Bachelors,13
2451,16513,35,Private,172845,Assoc-voc,11
901,16514,51,Self-emp-not-inc,175897,9th,5
4721,16515,60,,204486,Bachelors,13
7936,16516,32,State-gov,71151,Bachelors,13
19236,16517,17,Private,225106,10th,6
7558,16518,38,Self-emp-inc,159179,Prof-school,15
11581,16519,56,Private,208431,Some-college,10
28285,16520,27,Self-emp-not-inc,411950,Some-college,10
12067,16521,55,Private,124137,HS-grad,9
31226,16522,37,Private,298539,HS-grad,9
29969,16523,48,Private,207817,HS-grad,9
28651,16524,45,Self-emp-not-inc,216402,Prof-school,15
747,16525,32,Private,267736,Some-college,10
18730,16526,65,,315728,HS-grad,9
17557,16527,58,Local-gov,489085,Bachelors,13
2122,16528,23,Private,199070,HS-grad,9
16397,16529,47,Private,107682,HS-grad,9
8523,16530,34,Private,114955,Assoc-acdm,12
26802,16531,40,Private,233130,7th-8th,4
22904,16532,36,Private,212433,HS-grad,9
9681,16533,38,Private,252250,11th,7
26811,16534,48,Private,43206,Prof-school,15
15735,16535,44,Federal-gov,306440,HS-grad,9
1846,16536,21,,163665,Some-college,10
5925,16537,57,Self-emp-not-inc,437281,Some-college,10
8243,16538,29,Private,133136,12th,8
3010,16539,44,Self-emp-inc,168845,HS-grad,9
21194,16540,26,Private,195327,HS-grad,9
3600,16541,53,Private,209022,11th,7
7042,16542,37,Federal-gov,33487,Some-college,10
24244,16543,32,Private,160594,Some-college,10
13986,16544,40,Private,95639,HS-grad,9
24707,16545,49,Private,188515,Some-college,10
26136,16546,44,Private,183542,Bachelors,13
9286,16547,27,Private,401723,HS-grad,9
18927,16548,35,Private,322171,Some-college,10
8785,16549,24,Private,32732,HS-grad,9
24389,16550,43,Private,152617,Some-college,10
7740,16551,30,,186420,Bachelors,13
30595,16552,43,Private,342567,Bachelors,13
4518,16553,61,Private,232308,HS-grad,9
3192,16554,71,Private,157909,Some-college,10
3070,16555,27,Private,301654,HS-grad,9
24050,16556,24,Private,456460,Assoc-acdm,12
9785,16557,45,Self-emp-inc,155664,5th-6th,3
19761,16558,29,Private,114801,Some-college,10
27506,16559,44,Private,43711,Bachelors,13
14645,16560,32,Private,402089,Bachelors,13
20588,16561,33,Local-gov,256529,HS-grad,9
27496,16562,19,Private,243941,Some-college,10
26786,16563,30,Private,65920,HS-grad,9
19359,16564,28,Private,232782,Some-college,10
16884,16565,23,Private,189072,Bachelors,13
12252,16566,44,Private,82601,Bachelors,13
4660,16567,34,Private,34374,Some-college,10
24656,16568,46,Private,248059,HS-grad,9
4675,16569,32,Private,164243,HS-grad,9
2182,16570,41,Self-emp-not-inc,438696,Masters,14
1512,16571,37,Self-emp-inc,217054,Bachelors,13
14537,16572,35,Self-emp-inc,189404,Some-college,10
24399,16573,29,Private,99369,Bachelors,13
24768,16574,45,Private,219632,HS-grad,9
21934,16575,65,Private,94552,Some-college,10
24564,16576,41,Private,88368,HS-grad,9
23788,16577,21,Private,238917,5th-6th,3
31165,16578,31,Private,157886,Some-college,10
27716,16579,39,Private,342448,Bachelors,13
17654,16580,57,Private,159319,Masters,14
21220,16581,22,Private,317019,Some-college,10
19176,16582,40,Private,130834,Some-college,10
13308,16583,45,Private,88500,Some-college,10
28900,16584,28,Self-emp-not-inc,237466,Some-college,10
2636,16585,21,State-gov,341410,Some-college,10
27542,16586,36,Private,234271,Some-college,10
23211,16587,37,Private,267085,Some-college,10
9,16588,42,Private,159449,Bachelors,13
8703,16589,34,Private,98656,Some-college,10
16921,16590,27,Self-emp-not-inc,140863,9th,5
29326,16591,23,Private,55215,Bachelors,13
11787,16592,27,Private,168827,Bachelors,13
5794,16593,51,Private,163052,HS-grad,9
24895,16594,46,Local-gov,207677,Bachelors,13
32508,16595,45,Private,155093,10th,6
2323,16596,23,,243190,Some-college,10
30940,16597,35,Private,191628,Some-college,10
19043,16598,30,Private,366065,Some-college,10
4325,16599,25,Private,308144,Bachelors,13
22722,16600,46,Private,375606,Doctorate,16
626,16601,34,Private,153614,HS-grad,9
22552,16602,21,Private,305446,Some-college,10
6288,16603,32,Private,273287,Some-college,10
9102,16604,68,Private,201732,Some-college,10
5247,16605,18,Private,181712,11th,7
3590,16606,23,Private,236601,Some-college,10
24100,16607,52,Private,284329,Assoc-voc,11
25260,16608,46,Private,364548,Bachelors,13
9441,16609,47,Private,217509,HS-grad,9
27368,16610,53,Self-emp-inc,298215,Bachelors,13
27154,16611,39,Local-gov,166497,HS-grad,9
7971,16612,30,,104965,9th,5
26386,16613,23,Private,217961,HS-grad,9
6464,16614,25,Private,181528,Masters,14
9656,16615,41,Local-gov,74581,Bachelors,13
10382,16616,22,State-gov,190625,Bachelors,13
2828,16617,54,Self-emp-not-inc,175804,Bachelors,13
992,16618,50,Self-emp-not-inc,124793,HS-grad,9
17775,16619,69,Self-emp-not-inc,89477,Some-college,10
1310,16620,45,Federal-gov,283037,Bachelors,13
21,16621,54,Private,302146,HS-grad,9
2256,16622,42,Self-emp-not-inc,220647,Bachelors,13
24185,16623,47,Private,105273,Bachelors,13
29521,16624,25,Private,148300,Some-college,10
15045,16625,32,Private,127895,Some-college,10
6854,16626,43,Private,199191,Some-college,10
10915,16627,56,Private,172364,HS-grad,9
938,16628,33,Private,143653,HS-grad,9
25328,16629,31,Private,159589,HS-grad,9
5895,16630,26,Private,202203,Bachelors,13
12683,16631,42,State-gov,202011,Some-college,10
23971,16632,29,Private,210959,Assoc-acdm,12
23192,16633,19,,45643,Some-college,10
940,16634,31,Private,78602,Assoc-acdm,12
23163,16635,41,Private,196456,Masters,14
14104,16636,80,Private,148623,Prof-school,15
1939,16637,26,Local-gov,103148,HS-grad,9
14935,16638,23,State-gov,61743,5th-6th,3
12502,16639,38,Federal-gov,303817,Some-college,10
5250,16640,63,Private,143098,HS-grad,9
25462,16641,51,Private,199688,Some-college,10
6596,16642,28,Private,125527,Some-college,10
30867,16643,32,Private,143604,10th,6
31104,16644,47,Local-gov,200471,HS-grad,9
3361,16645,21,Private,256356,11th,7
25015,16646,44,Private,194049,Some-college,10
25073,16647,39,Private,126494,HS-grad,9
5438,16648,37,Private,61299,Some-college,10
18537,16649,44,Private,165815,9th,5
12332,16650,40,Private,558944,7th-8th,4
19548,16651,54,,172991,HS-grad,9
12169,16652,25,Local-gov,335005,Bachelors,13
26120,16653,29,Private,210869,Some-college,10
24406,16654,31,Private,188961,Assoc-acdm,12
1474,16655,22,Private,207940,Some-college,10
19384,16656,44,Local-gov,124924,Assoc-voc,11
14792,16657,31,Private,27856,HS-grad,9
7879,16658,51,Private,186303,Bachelors,13
28517,16659,17,Private,275051,11th,7
10393,16660,47,Self-emp-not-inc,199058,Prof-school,15
30011,16661,51,Private,392668,Doctorate,16
3049,16662,39,Self-emp-inc,122742,Assoc-acdm,12
25065,16663,37,Private,249208,Assoc-voc,11
12193,16664,65,Self-emp-inc,178771,HS-grad,9
3538,16665,36,Self-emp-inc,213008,Assoc-acdm,12
4772,16666,66,Local-gov,222810,Some-college,10
14250,16667,59,Private,95165,Doctorate,16
1477,16668,26,Private,183077,Assoc-voc,11
19460,16669,31,Private,253354,10th,6
14965,16670,22,Private,356567,Assoc-voc,11
23778,16671,68,Private,168794,7th-8th,4
12762,16672,65,Private,194456,Bachelors,13
19301,16673,30,Private,59496,Some-college,10
7899,16674,46,Private,28225,Some-college,10
7097,16675,45,Self-emp-not-inc,40666,Assoc-voc,11
10304,16676,30,Private,206512,Bachelors,13
18250,16677,33,Private,229732,Bachelors,13
32141,16678,34,Private,193344,Some-college,10
5899,16679,23,Private,200089,Some-college,10
23340,16680,33,Private,167771,Some-college,10
29233,16681,23,Private,32616,Bachelors,13
6624,16682,90,Private,313986,11th,7
8040,16683,51,Private,142717,Doctorate,16
1805,16684,50,State-gov,211319,Masters,14
610,16685,52,Private,200853,Masters,14
9989,16686,35,Private,186489,9th,5
14124,16687,36,Private,182074,HS-grad,9
2322,16688,22,Private,460835,HS-grad,9
8444,16689,39,State-gov,114055,Bachelors,13
6079,16690,23,Private,86065,12th,8
22453,16691,24,Private,379418,Some-college,10
344,16692,22,State-gov,293364,Some-college,10
238,16693,38,Local-gov,115076,Masters,14
24997,16694,33,Private,278514,HS-grad,9
8284,16695,18,Private,181755,HS-grad,9
5073,16696,48,Private,192894,Doctorate,16
28791,16697,64,Local-gov,158412,HS-grad,9
32445,16698,61,Private,190682,HS-grad,9
2670,16699,51,Private,237735,HS-grad,9
24351,16700,32,Federal-gov,131534,HS-grad,9
11817,16701,40,Private,382499,HS-grad,9
4070,16702,90,Private,313986,11th,7
13375,16703,23,Private,440456,Bachelors,13
2507,16704,59,Self-emp-not-inc,104216,Prof-school,15
20845,16705,36,Private,220696,HS-grad,9
6806,16706,18,Private,118376,Some-college,10
30701,16707,53,Private,183973,11th,7
17861,16708,31,Private,223212,7th-8th,4
9442,16709,35,Private,308691,Masters,14
18220,16710,43,State-gov,308498,HS-grad,9
5830,16711,60,Private,183162,HS-grad,9
30341,16712,50,State-gov,201513,HS-grad,9
26014,16713,58,Private,284834,Assoc-acdm,12
13232,16714,48,Private,115784,9th,5
27400,16715,35,Private,82622,HS-grad,9
28972,16716,27,Private,106935,Some-college,10
19679,16717,22,Private,189888,HS-grad,9
495,16718,41,Private,343121,HS-grad,9
7627,16719,20,Private,121023,Some-college,10
15555,16720,39,Private,167482,HS-grad,9
21486,16721,28,Private,129882,Some-college,10
5013,16722,48,Local-gov,142719,Masters,14
31985,16723,42,Self-emp-not-inc,126614,Bachelors,13
9562,16724,32,Private,324386,Bachelors,13
28564,16725,65,Private,90907,5th-6th,3
28053,16726,50,Private,126592,HS-grad,9
5963,16727,36,Private,189674,HS-grad,9
15754,16728,47,Private,268022,HS-grad,9
25411,16729,47,Private,175990,HS-grad,9
31482,16730,45,Private,188432,HS-grad,9
8065,16731,26,Private,181597,Some-college,10
14710,16732,23,Self-emp-not-inc,184370,HS-grad,9
4818,16733,20,,202994,Some-college,10
2682,16734,61,Local-gov,167670,Bachelors,13
18225,16735,22,Private,67234,HS-grad,9
12919,16736,67,,190340,11th,7
4448,16737,52,Federal-gov,23780,Some-college,10
11938,16738,20,,114969,HS-grad,9
19371,16739,22,Private,107882,Bachelors,13
28939,16740,52,Private,206862,HS-grad,9
12441,16741,50,Self-emp-not-inc,114758,Bachelors,13
28443,16742,18,Private,155021,11th,7
24795,16743,29,Private,197288,HS-grad,9
18597,16744,59,Federal-gov,190541,HS-grad,9
27451,16745,20,Private,170091,Some-college,10
13793,16746,20,Private,386643,Some-college,10
7961,16747,47,Private,196707,Prof-school,15
28409,16748,28,Private,293398,HS-grad,9
18844,16749,29,Local-gov,375655,Bachelors,13
6831,16750,45,Private,125489,Masters,14
17760,16751,37,Self-emp-not-inc,180150,Prof-school,15
14076,16752,51,Federal-gov,140035,HS-grad,9
14752,16753,28,Private,91299,Assoc-voc,11
29616,16754,33,State-gov,173806,Masters,14
24391,16755,17,Private,41865,10th,6
10551,16756,38,Private,33887,HS-grad,9
9684,16757,60,Local-gov,113658,Some-college,10
17939,16758,20,Private,235442,Some-college,10
4520,16759,35,Private,301614,HS-grad,9
28850,16760,45,Private,192776,Bachelors,13
20994,16761,61,Private,54373,Some-college,10
3248,16762,46,Self-emp-inc,278322,Bachelors,13
14723,16763,28,Private,70034,7th-8th,4
9828,16764,64,State-gov,216160,Doctorate,16
28430,16765,38,State-gov,314052,HS-grad,9
28546,16766,42,Private,142756,Some-college,10
18586,16767,54,Private,37289,Masters,14
25695,16768,26,Private,150132,HS-grad,9
24175,16769,54,Private,349340,Preschool,1
24984,16770,27,Private,87006,Some-college,10
27752,16771,52,Private,113094,Bachelors,13
3350,16772,25,Private,374163,HS-grad,9
1495,16773,28,Self-emp-inc,210295,11th,7
29463,16774,34,Private,242984,Bachelors,13
8062,16775,48,Self-emp-not-inc,100931,Some-college,10
28481,16776,52,Private,95704,9th,5
7915,16777,33,Private,231826,7th-8th,4
16378,16778,33,Private,182423,HS-grad,9
20899,16779,22,Private,138542,Some-college,10
15168,16780,24,State-gov,61737,Bachelors,13
9525,16781,33,Private,143582,HS-grad,9
53,16782,50,Federal-gov,251585,Bachelors,13
12870,16783,32,Private,245487,5th-6th,3
6360,16784,42,Private,132633,HS-grad,9
11517,16785,23,Private,342769,Bachelors,13
31049,16786,27,Private,167737,Some-college,10
26338,16787,28,Private,337664,HS-grad,9
20169,16788,41,Private,171615,Assoc-acdm,12
14205,16789,25,Private,86872,HS-grad,9
31280,16790,47,Private,334039,Bachelors,13
11543,16791,65,Private,205309,HS-grad,9
13295,16792,81,Private,100675,1st-4th,2
22645,16793,27,Private,215955,Some-college,10
18212,16794,20,Private,88231,Some-college,10
13476,16795,31,Private,368517,Assoc-acdm,12
13020,16796,34,Self-emp-not-inc,137223,10th,6
17296,16797,31,Private,651396,HS-grad,9
8916,16798,24,Private,146706,Some-college,10
6562,16799,44,Private,138845,Some-college,10
9963,16800,20,Private,289944,Some-college,10
1189,16801,27,Local-gov,247507,Bachelors,13
26544,16802,43,Private,216497,Bachelors,13
19989,16803,42,Private,68729,Some-college,10
9144,16804,25,Private,131463,Bachelors,13
31783,16805,54,Private,178946,HS-grad,9
16903,16806,40,Federal-gov,121012,Bachelors,13
4383,16807,20,Private,133515,Some-college,10
14437,16808,43,Private,373403,Assoc-voc,11
10008,16809,53,Private,46155,HS-grad,9
5804,16810,23,Self-emp-not-inc,236804,Some-college,10
3014,16811,28,Private,132686,HS-grad,9
818,16812,64,Private,169871,HS-grad,9
28421,16813,38,Private,99138,Bachelors,13
21385,16814,44,Private,198096,Bachelors,13
12079,16815,26,Private,245465,Assoc-acdm,12
5736,16816,28,Private,190367,HS-grad,9
6195,16817,21,Private,337766,Some-college,10
20827,16818,47,Private,266281,11th,7
106,16819,17,,304873,10th,6
19685,16820,39,Private,147258,10th,6
7407,16821,39,Private,98941,HS-grad,9
17667,16822,18,Private,205004,Some-college,10
933,16823,23,Private,375871,HS-grad,9
27334,16824,56,Federal-gov,141877,Bachelors,13
24331,16825,29,Private,210464,9th,5
2428,16826,41,Private,154194,HS-grad,9
28627,16827,61,Private,35649,Some-college,10
20517,16828,46,Private,26781,HS-grad,9
23758,16829,75,Self-emp-inc,164570,11th,7
5980,16830,38,Private,180303,Bachelors,13
7848,16831,45,Local-gov,167159,Bachelors,13
10439,16832,18,Private,155752,HS-grad,9
31124,16833,63,Private,163708,9th,5
13682,16834,52,Private,117295,1st-4th,2
22427,16835,34,Private,100669,Bachelors,13
27234,16836,23,Private,163090,Assoc-acdm,12
8663,16837,35,State-gov,35626,Some-college,10
16944,16838,36,Private,203482,Assoc-acdm,12
31228,16839,31,Private,162160,HS-grad,9
14761,16840,39,Private,286026,Bachelors,13
15358,16841,27,Private,293828,HS-grad,9
16450,16842,49,Private,125421,HS-grad,9
14783,16843,36,Self-emp-not-inc,151094,Assoc-voc,11
7442,16844,24,Private,180060,Assoc-acdm,12
7801,16845,37,Private,191754,Bachelors,13
30176,16846,43,Self-emp-not-inc,237670,Assoc-voc,11
25641,16847,52,Private,175714,Assoc-acdm,12
9938,16848,36,,36635,Some-college,10
2423,16849,24,Self-emp-not-inc,267396,Bachelors,13
31258,16850,27,Private,492263,10th,6
523,16851,37,Local-gov,186035,Some-college,10
19949,16852,48,Private,50880,Some-college,10
6064,16853,42,Self-emp-inc,90693,Bachelors,13
25822,16854,39,Local-gov,249392,Masters,14
27076,16855,45,Private,111979,HS-grad,9
8721,16856,47,State-gov,120429,Doctorate,16
2612,16857,31,State-gov,116677,HS-grad,9
23962,16858,41,Private,104892,Masters,14
19809,16859,35,Private,187089,Assoc-voc,11
24756,16860,54,Federal-gov,35576,Some-college,10
15921,16861,30,Private,157778,Some-college,10
9453,16862,32,Private,173730,Bachelors,13
13838,16863,22,State-gov,134192,Some-college,10
6705,16864,34,Private,182691,HS-grad,9
3164,16865,41,Private,173938,Prof-school,15
350,16866,33,Private,117963,Bachelors,13
2956,16867,60,Private,232618,Bachelors,13
26258,16868,44,Self-emp-not-inc,185057,Bachelors,13
1261,16869,53,Private,89534,HS-grad,9
11812,16870,33,Private,340332,Bachelors,13
7248,16871,44,Private,227399,Assoc-voc,11
20909,16872,77,Self-emp-not-inc,71676,Some-college,10
4106,16873,40,Private,238329,Bachelors,13
18594,16874,37,Private,103925,HS-grad,9
17743,16875,41,Private,806552,Some-college,10
15345,16876,57,Self-emp-not-inc,103529,Masters,14
31105,16877,38,Private,54317,Some-college,10
25421,16878,59,Private,77884,Assoc-voc,11
15287,16879,22,Private,103277,Assoc-acdm,12
965,16880,20,Private,323573,HS-grad,9
18743,16881,48,Private,128432,HS-grad,9
28350,16882,23,Private,180837,HS-grad,9
191,16883,24,Private,159567,Some-college,10
22921,16884,19,Private,120691,HS-grad,9
26010,16885,68,Self-emp-not-inc,166083,HS-grad,9
22406,16886,31,Private,169002,HS-grad,9
9701,16887,30,Private,209900,Bachelors,13
12543,16888,43,,200508,Bachelors,13
25361,16889,35,Private,180686,HS-grad,9
21265,16890,19,Private,495982,Some-college,10
1256,16891,38,Private,65466,Bachelors,13
1252,16892,30,Private,283767,HS-grad,9
30594,16893,24,Private,176389,HS-grad,9
28333,16894,61,Private,29059,HS-grad,9
14442,16895,27,Private,145784,Some-college,10
15548,16896,53,Private,223696,12th,8
13597,16897,40,Private,69333,Bachelors,13
10626,16898,30,Private,78980,Assoc-voc,11
13534,16899,50,,87263,HS-grad,9
203,16900,42,Local-gov,254817,Some-college,10
11098,16901,30,Local-gov,319280,HS-grad,9
14659,16902,27,Private,164924,HS-grad,9
23415,16903,31,,76198,HS-grad,9
8988,16904,32,Private,204374,Prof-school,15
14810,16905,40,Local-gov,108765,Assoc-voc,11
694,16906,23,State-gov,335453,Bachelors,13
29594,16907,81,Self-emp-not-inc,193237,1st-4th,2
21891,16908,40,Private,409922,Some-college,10
10982,16909,20,Private,275385,HS-grad,9
6182,16910,29,Local-gov,183523,Some-college,10
7958,16911,50,Local-gov,133963,Bachelors,13
9844,16912,40,Private,168071,HS-grad,9
9509,16913,61,Self-emp-not-inc,268797,HS-grad,9
488,16914,45,Local-gov,164427,Bachelors,13
1425,16915,46,Private,134727,11th,7
22294,16916,29,Private,180758,Masters,14
23568,16917,41,Private,40151,Some-college,10
7459,16918,40,Private,48612,HS-grad,9
